Year,LocationDesc,Category,Topic,Age_18-24,Age_20-24,Age_25-44,Age_35+,Age_45-64,Age_65+,Age_75+,Gender_Female,Gender_Male,Overall_Overall,Race_Hispanic,Race_Non-Hispanic Asian,Race_Non-Hispanic Black,Race_Non-Hispanic White,Race_Other
2013,Missouri,Risk Factors,Diabetes,,,4.4,12.9,12.4,19.0,18.4,10.2,9.0,9.6,,,16.5,10.0,15.2
2013,Missouri,Risk Factors,Hypertension,7.3,,38.599999999999994,64.4,62.45,77.45,78.6,58.35,56.75,57.45,25.7,,60.6,59.349999999999994,44.5
2013,Missouri,Risk Factors,Nutrition,87.0,,84.8,86.8,87.4,86.0,86.9,82.5,90.2,86.2,84.0,,88.8,85.7,
2013,Missouri,Risk Factors,Obesity,,33.3,33.25,30.9,30.6,29.25,28.549999999999997,34.6,28.2,31.450000000000003,36.25,,32.8,31.1,34.85
2013,Missouri,Risk Factors,Physical Inactivity,77.1,,75.3,69.2,69.7,66.2,61.6,71.4,72.1,71.7,66.3,,69.5,71.9,65.3
2013,Missouri,Risk Factors,Smoking,23.8,,26.2,20.7,24.1,10.7,5.5,20.1,24.3,22.1,29.3,,23.2,18.7,32.9
2013,Montana,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.2,6.0,3.7,13.1,15.9,3.4,5.7,4.5,,,,4.4,6.8
2013,Montana,Cardiovascular Diseases,Coronary Heart Disease,,,0.6,4.7,3.5,9.5,12.1,2.6,4.3,3.5,,,,3.5,4.6
2013,Montana,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.2,10.9,7.5,22.4,28.0,7.2,9.3,8.2,,,,8.1,11.3
2013,Montana,Cardiovascular Diseases,Stroke,,,0.9,4.2,2.8,9.0,12.0,3.3,3.1,3.2,,,,3.1,4.7
2013,Montana,Risk Factors,Cholesterol Abnormalities,,,53.85,67.4,67.2,74.55,74.15,65.05000000000001,64.7,64.85,24.1,,,65.05,33.8
2013,Montana,Risk Factors,Diabetes,,,3.1,10.2,8.9,16.6,16.2,7.0,8.3,7.7,,,,7.1,15.3
2013,Montana,Risk Factors,Hypertension,6.0,,27.65,57.949999999999996,53.650000000000006,73.6,77.65,52.7,50.699999999999996,51.4,37.95,,,51.9,51.1
2013,Montana,Risk Factors,Nutrition,85.5,,81.9,83.0,83.6,83.6,84.1,78.7,87.9,83.3,80.8,,,83.3,85.3
2013,Montana,Risk Factors,Obesity,,34.7,31.8,29.7,29.35,29.3,28.85,33.5,27.85,30.6,29.9,49.2,,30.4,32.85
2013,Montana,Risk Factors,Physical Inactivity,86.2,,81.7,74.6,75.6,69.8,64.8,78.5,76.5,77.5,80.0,,,77.6,73.7
2013,Montana,Risk Factors,Smoking,24.6,,22.2,17.2,19.7,9.7,6.1,17.3,20.7,19.0,31.3,,,17.6,37.3
2013,Nebraska,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.0,5.6,4.1,11.8,12.8,2.9,5.2,4.0,,,,4.2,
2013,Nebraska,Cardiovascular Diseases,Coronary Heart Disease,,,,5.6,4.3,12.3,13.5,3.0,5.1,4.1,,,,4.3,
2013,Nebraska,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.9,10.6,7.8,22.5,25.3,6.5,9.0,7.7,3.3,,5.4,8.2,13.8
2013,Nebraska,Cardiovascular Diseases,Stroke,,,0.9,3.4,2.3,7.4,8.6,2.8,2.2,2.5,,,,2.6,
2013,Nebraska,Risk Factors,Cholesterol Abnormalities,,8.2,55.900000000000006,69.44999999999999,69.2,76.95,75.65,65.2,67.4,66.25,29.4,37.5,34.9,66.7,30.5
2013,Nebraska,Risk Factors,Diabetes,,,3.3,12.8,11.8,20.6,20.4,8.3,10.1,9.2,8.4,,11.6,9.1,15.8
2013,Nebraska,Risk Factors,Hypertension,5.9,,33.0,61.8,58.550000000000004,77.7,80.6,56.35,52.8,54.4,34.35,,65.35,55.55,43.9
2013,Nebraska,Risk Factors,Nutrition,84.0,,84.6,84.4,83.8,83.7,82.6,80.5,87.9,84.1,75.0,78.0,80.3,85.4,82.0
2013,Nebraska,Risk Factors,Obesity,,32.6,31.450000000000003,30.25,30.450000000000003,28.6,28.65,33.15,28.1,30.65,29.1,53.4,31.65,30.549999999999997,33.7
2013,Nebraska,Risk Factors,Physical Inactivity,82.5,,76.2,72.2,73.0,69.9,66.0,75.7,73.7,74.7,65.3,84.7,72.4,75.5,81.9
2013,Nebraska,Risk Factors,Smoking,18.6,,23.4,16.7,19.1,8.6,5.8,17.2,19.8,18.5,13.6,,21.5,18.7,27.9
2013,Nevada,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,2.2,6.2,4.5,11.9,15.1,3.6,5.2,4.4,,,,5.3,
2013,Nevada,Cardiovascular Diseases,Coronary Heart Disease,,,,4.7,3.9,9.6,12.4,2.8,3.9,3.4,,,4.9,4.1,
2013,Nevada,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.2,11.5,9.3,22.1,29.5,7.7,8.9,8.3,4.9,,11.6,10.0,
2013,Nevada,Cardiovascular Diseases,Stroke,,,,3.9,3.4,8.1,10.5,3.0,2.8,2.9,,,,3.1,
2013,Nevada,Risk Factors,Cholesterol Abnormalities,,,56.900000000000006,69.9,71.75,51.0,47.3,67.1,66.94999999999999,67.05,34.2,35.9,38.5,68.85,35.8
2013,Nevada,Risk Factors,Diabetes,,,3.5,12.8,13.7,19.8,20.5,8.5,10.6,9.6,9.5,15.6,14.4,8.1,
2013,Nevada,Risk Factors,Hypertension,,,29.6,59.2,57.35,75.44999999999999,79.0,52.7,51.6,52.099999999999994,44.1,19.4,60.2,54.7,29.3
2013,Nevada,Risk Factors,Nutrition,82.8,,81.8,81.0,78.9,85.9,82.7,79.3,84.0,81.7,83.4,87.3,88.7,79.8,79.3
2013,Nevada,Risk Factors,Obesity,,33.15,31.35,28.049999999999997,27.0,27.95,31.5,33.3,25.6,29.35,24.049999999999997,52.7,32.1,30.599999999999998,36.1
2013,Nevada,Risk Factors,Physical Inactivity,88.4,,79.1,73.4,75.1,65.4,61.2,72.8,79.8,76.3,79.6,77.5,64.0,76.5,74.4
2013,Nevada,Risk Factors,Smoking,14.5,,20.7,18.8,21.8,15.4,7.3,18.1,20.6,19.4,15.4,14.9,22.8,20.2,41.1
2013,New Hampshire,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,5.3,4.2,11.3,14.9,2.6,5.5,4.0,,,,4.0,
2013,New Hampshire,Cardiovascular Diseases,Coronary Heart Disease,,,,5.4,3.8,12.2,16.3,2.9,5.4,4.1,,,,4.2,
2013,New Hampshire,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.9,9.6,7.0,20.9,26.9,5.8,9.1,7.4,,,,7.6,10.5
2013,New Hampshire,Cardiovascular Diseases,Stroke,,,,2.9,1.9,6.3,7.0,2.4,2.1,2.3,,,,2.4,
2013,New Hampshire,Risk Factors,Cholesterol Abnormalities,,,57.05,68.8,68.05,77.25,54.1,65.1,67.5,66.25,25.0,40.1,40.5,66.4,36.7
2013,New Hampshire,Risk Factors,Diabetes,,,2.5,11.7,10.8,20.2,21.8,7.9,10.5,9.2,,,,9.1,18.6
2013,New Hampshire,Risk Factors,Hypertension,4.5,,25.799999999999997,59.900000000000006,57.55,75.85,79.3,53.85,53.349999999999994,53.45,,,,53.849999999999994,29.2
2013,New Hampshire,Risk Factors,Nutrition,82.5,,78.5,80.7,80.7,83.4,84.3,75.9,86.1,80.8,,69.3,,80.9,85.0
2013,New Hampshire,Risk Factors,Obesity,,30.85,34.05,30.45,30.799999999999997,28.65,28.35,34.15,28.549999999999997,31.349999999999998,30.65,58.6,40.1,31.35,30.25
2013,New Hampshire,Risk Factors,Physical Inactivity,85.3,,79.5,76.3,76.6,72.4,67.4,77.1,78.2,77.6,69.6,,,78.0,67.8
2013,New Hampshire,Risk Factors,Smoking,17.7,,21.5,14.4,16.4,7.1,3.5,15.8,16.7,16.2,19.8,,,16.2,17.4
2013,New Jersey,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.9,5.1,4.7,9.5,10.7,2.9,5.0,3.9,3.6,3.1,3.6,4.2,
2013,New Jersey,Cardiovascular Diseases,Coronary Heart Disease,,,0.7,5.0,3.8,11.0,13.8,3.0,4.4,3.7,3.8,,2.9,3.8,5.5
2013,New Jersey,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.1,10.2,8.1,21.8,27.4,6.9,8.9,7.9,8.0,5.5,8.2,8.1,11.9
2013,New Jersey,Cardiovascular Diseases,Stroke,,,0.7,3.3,2.1,8.1,10.9,2.7,2.4,2.5,2.1,,4.2,2.5,
2013,New Jersey,Risk Factors,Cholesterol Abnormalities,,19.6,59.5,70.9,72.05000000000001,76.35,51.4,67.4,69.6,68.44999999999999,67.80000000000001,33.2,40.4,68.95,45.6
2013,New Jersey,Risk Factors,Diabetes,,,2.4,12.2,11.6,21.4,19.9,8.3,10.2,9.2,8.8,7.3,11.8,8.8,18.3
2013,New Jersey,Risk Factors,Hypertension,5.3,,27.4,61.05,60.3,76.85,77.75,56.5,52.650000000000006,54.55,46.800000000000004,49.150000000000006,59.800000000000004,56.25,55.35
2013,New Jersey,Risk Factors,Nutrition,86.0,,82.0,83.5,83.4,85.1,86.0,80.1,87.3,83.5,86.7,81.1,83.8,83.3,79.1
2013,New Jersey,Risk Factors,Obesity,,34.1,30.95,30.25,30.75,28.6,29.1,33.75,27.55,30.650000000000002,31.15,31.85,31.400000000000002,30.25,31.950000000000003
2013,New Jersey,Risk Factors,Physical Inactivity,80.6,,74.6,71.6,73.5,65.7,56.6,69.9,76.7,73.2,66.6,72.0,65.3,76.9,62.8
2013,New Jersey,Risk Factors,Smoking,18.5,,17.3,14.4,17.4,7.7,5.7,13.9,17.5,15.7,13.7,9.9,17.6,16.7,19.8
2013,New Mexico,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,5.6,4.0,11.6,14.3,3.0,5.1,4.0,3.4,,,4.6,3.6
2013,New Mexico,Cardiovascular Diseases,Coronary Heart Disease,,,0.6,4.4,3.0,10.1,11.1,2.5,4.0,3.2,2.7,,,4.0,
2013,New Mexico,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.2,9.7,7.2,19.3,23.6,6.1,8.1,7.1,6.1,,,8.4,5.1
2013,New Mexico,Cardiovascular Diseases,Stroke,,,1.0,3.4,2.7,6.2,8.4,2.4,2.5,2.5,2.0,,,3.0,2.1
2013,New Mexico,Risk Factors,Cholesterol Abnormalities,,,57.900000000000006,68.9,68.6,74.75,50.9,65.85,67.1,66.45,65.9,35.4,36.0,67.15,61.900000000000006
2013,New Mexico,Risk Factors,Diabetes,,,4.4,14.9,14.8,21.3,18.9,10.7,10.7,10.7,12.6,,13.7,8.1,12.1
2013,New Mexico,Risk Factors,Hypertension,5.0,,27.75,58.95,56.599999999999994,74.15,74.15,54.35,49.5,51.75,49.3,22.2,57.05,54.6,44.7
2013,New Mexico,Risk Factors,Nutrition,85.3,,80.7,83.6,83.6,84.9,85.3,80.8,85.6,83.1,84.0,78.3,81.7,83.4,78.6
2013,New Mexico,Risk Factors,Obesity,,34.15,31.5,29.85,29.85,29.55,29.85,33.45,28.15,30.75,30.45,45.0,32.05,31.35,29.5
2013,New Mexico,Risk Factors,Physical Inactivity,80.7,,77.8,73.9,72.7,74.4,70.9,74.4,77.1,75.7,71.4,,72.4,79.5,75.5
2013,New Mexico,Risk Factors,Smoking,19.7,,22.4,17.4,20.8,9.9,6.2,16.2,22.2,19.1,19.9,,18.8,19.7,13.5
2013,New York,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.3,6.5,6.0,11.7,15.6,3.6,5.9,4.7,3.9,,4.4,5.2,
2013,New York,Cardiovascular Diseases,Coronary Heart Disease,,,,6.2,5.5,12.6,15.4,3.6,5.3,4.4,4.6,,3.5,4.6,
2013,New York,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.3,11.7,10.0,22.2,27.2,7.3,9.7,8.4,8.0,,9.6,8.6,
2013,New York,Cardiovascular Diseases,Stroke,,,0.8,3.3,2.9,6.0,7.4,2.6,2.3,2.4,1.6,,3.9,2.4,
2013,New York,Risk Factors,Cholesterol Abnormalities,,10.3,59.0,71.5,72.0,78.05,53.5,67.3,69.2,68.15,69.0,35.9,67.75,68.25,38.4
2013,New York,Risk Factors,Diabetes,,,3.1,14.7,15.2,22.0,19.2,10.9,10.2,10.6,12.3,13.6,16.1,8.0,16.7
2013,New York,Risk Factors,Hypertension,7.5,,27.0,62.5,61.15,78.6,81.05,57.349999999999994,52.15,54.65,50.45,45.45,61.0,55.25,33.3
2013,New York,Risk Factors,Nutrition,84.1,,81.4,81.2,80.5,81.4,80.8,77.9,85.3,81.4,80.9,86.9,80.5,81.3,86.0
2013,New York,Risk Factors,Obesity,,31.299999999999997,31.7,30.049999999999997,29.950000000000003,29.9,31.15,33.95,27.25,30.700000000000003,30.6,31.4,31.25,30.55,28.85
2013,New York,Risk Factors,Physical Inactivity,83.2,,75.4,70.5,71.0,67.1,61.5,71.6,75.1,73.3,66.1,75.1,70.5,76.0,64.0
2013,New York,Risk Factors,Smoking,18.6,,21.0,15.0,17.1,6.5,3.8,14.1,19.3,16.6,16.0,12.4,18.1,16.7,22.9
2013,North Carolina,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.5,6.2,4.6,12.9,14.7,3.6,5.6,4.6,,,5.2,4.8,
2013,North Carolina,Cardiovascular Diseases,Coronary Heart Disease,,,1.1,6.3,4.9,13.2,14.7,3.9,5.4,4.6,,,4.2,5.2,
2013,North Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.3,12.8,10.4,24.9,29.4,8.6,10.5,9.5,3.8,,11.1,9.9,9.6
2013,North Carolina,Cardiovascular Diseases,Stroke,,,1.7,4.9,4.6,8.0,10.7,4.0,3.3,3.7,,,4.7,3.6,
2013,North Carolina,Risk Factors,Cholesterol Abnormalities,,,59.9,72.35,73.1,78.55000000000001,58.6,68.9,69.4,69.15,65.15,29.8,37.7,69.95,35.6
2013,North Carolina,Risk Factors,Diabetes,,,4.4,15.6,15.2,24.6,25.6,11.3,11.5,11.4,6.0,,15.3,11.0,11.1
2013,North Carolina,Risk Factors,Hypertension,6.6,,33.05,64.75,64.7,79.4,80.30000000000001,58.45,55.35,56.95,27.55,14.8,62.35,57.9,51.0
2013,North Carolina,Risk Factors,Nutrition,84.1,,85.5,88.6,89.3,89.0,89.7,85.4,89.4,87.3,86.6,,86.2,87.6,86.2
2013,North Carolina,Risk Factors,Obesity,,32.9,31.05,30.15,30.55,28.85,28.45,33.75,27.4,30.6,27.05,56.0,31.650000000000002,30.450000000000003,33.3
2013,North Carolina,Risk Factors,Physical Inactivity,82.6,,76.5,69.9,69.9,68.2,62.3,72.0,74.9,73.4,65.3,80.3,68.1,75.5,73.7
2013,North Carolina,Risk Factors,Smoking,23.5,,22.6,18.6,22.5,9.7,6.0,17.3,23.4,20.3,11.1,,21.4,21.3,28.1
2013,North Dakota,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,29.35,24.8,35.25,31.450000000000003,24.099999999999998,30.349999999999998,28.1,,,,29.150000000000002,
2013,North Dakota,Cardiovascular Diseases,Coronary Heart Disease,,,,6.0,4.3,13.3,13.2,3.4,4.7,4.1,,,,4.2,
2013,North Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.1,11.4,7.8,24.6,27.7,6.4,9.1,7.7,,,,7.9,9.2
2013,North Dakota,Cardiovascular Diseases,Stroke,,,,3.7,2.4,7.9,11.4,2.5,2.5,2.5,,,,2.5,
2013,North Dakota,Risk Factors,Cholesterol Abnormalities,,,56.15,68.9,68.05,76.35,75.7,66.45,64.75,65.65,28.2,,,65.8,41.4
2013,North Dakota,Risk Factors,Diabetes,,,3.0,12.5,12.2,19.5,17.6,7.8,10.0,8.9,,,,8.5,14.7
2013,North Dakota,Risk Factors,Hypertension,4.1,,31.5,62.3,58.650000000000006,77.95,79.65,56.55,52.95,54.5,32.8,,,55.4,51.55
2013,North Dakota,Risk Factors,Nutrition,86.5,,85.5,86.5,85.7,86.0,85.0,81.3,90.3,85.8,,,67.7,86.3,85.0
2013,North Dakota,Risk Factors,Obesity,,32.7,30.75,30.200000000000003,30.95,29.0,28.5,33.25,28.35,30.7,33.7,61.5,,30.65,33.05
2013,North Dakota,Risk Factors,Physical Inactivity,79.9,,75.4,69.0,70.2,65.7,62.1,72.3,72.5,72.4,,,,72.6,62.7
2013,North Dakota,Risk Factors,Smoking,27.3,,24.9,18.1,21.4,10.1,5.1,19.4,22.9,21.2,25.8,,,20.0,41.0
2013,Ohio,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.9,7.3,5.8,14.5,16.1,3.6,7.1,5.3,,,4.0,5.4,13.2
2013,Ohio,Cardiovascular Diseases,Coronary Heart Disease,,,0.5,6.5,4.6,14.5,17.6,3.9,5.5,4.7,,,2.2,5.0,
2013,Ohio,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.2,13.3,10.4,26.4,29.9,8.3,11.2,9.7,,,7.5,9.9,22.8
2013,Ohio,Cardiovascular Diseases,Stroke,,,1.3,5.0,4.0,9.2,10.3,3.8,3.6,3.7,,,3.4,3.6,12.5
2013,Ohio,Risk Factors,Cholesterol Abnormalities,,8.4,57.900000000000006,69.75,69.44999999999999,76.85,75.55,66.6,67.69999999999999,67.15,34.0,30.3,35.3,67.2,48.6
2013,Ohio,Risk Factors,Diabetes,,,3.7,14.0,12.1,24.0,23.4,10.3,10.4,10.4,8.1,,11.7,10.1,18.7
2013,Ohio,Risk Factors,Hypertension,6.6,,34.05,63.75,61.550000000000004,78.35,80.25,58.25,54.900000000000006,56.45,42.0,,58.15,56.9,51.35
2013,Ohio,Risk Factors,Nutrition,86.7,,86.2,85.9,86.0,85.2,83.6,82.6,89.6,86.0,80.3,,85.7,86.4,79.1
2013,Ohio,Risk Factors,Obesity,,34.8,31.25,31.1,32.0,29.25,28.65,34.25,28.55,31.45,29.25,57.4,32.7,31.35,32.9
2013,Ohio,Risk Factors,Physical Inactivity,82.5,,74.4,68.6,70.1,63.0,56.5,70.4,72.8,71.5,69.9,73.2,68.1,72.1,73.2
2013,Ohio,Risk Factors,Smoking,24.6,,30.1,21.6,24.6,9.7,7.4,22.6,24.1,23.4,24.1,,25.8,22.9,36.1
2013,Oklahoma,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.2,7.7,7.1,13.5,14.5,4.0,7.0,5.5,,,3.7,6.0,5.7
2013,Oklahoma,Cardiovascular Diseases,Coronary Heart Disease,,,1.2,7.1,5.7,14.1,15.2,4.3,6.0,5.1,,,4.5,5.5,5.9
2013,Oklahoma,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.3,13.8,11.6,26.0,28.6,8.7,11.0,9.9,3.6,,10.1,10.7,9.3
2013,Oklahoma,Cardiovascular Diseases,Stroke,,,0.8,4.9,4.2,9.1,10.8,3.7,3.2,3.5,,,5.5,3.6,2.7
2013,Oklahoma,Risk Factors,Cholesterol Abnormalities,,11.0,58.85,71.1,70.8,78.6,78.05,67.35,69.15,68.2,61.65,36.8,39.2,68.80000000000001,40.1
2013,Oklahoma,Risk Factors,Diabetes,,,4.4,15.0,15.2,22.4,21.6,10.1,12.1,11.0,6.4,,15.4,10.7,14.9
2013,Oklahoma,Risk Factors,Hypertension,8.2,,40.35,66.35,65.6,79.15,79.4,58.95,57.75,58.25,34.35,24.1,65.45,59.5,59.25
2013,Oklahoma,Risk Factors,Nutrition,89.6,,90.6,90.5,90.1,91.2,89.1,88.2,92.7,90.4,85.7,83.9,88.9,91.0,91.7
2013,Oklahoma,Risk Factors,Obesity,,33.25,30.9,30.55,31.650000000000002,29.5,29.4,33.25,28.95,31.1,28.45,28.4,31.25,31.35,31.95
2013,Oklahoma,Risk Factors,Physical Inactivity,76.7,,72.2,64.0,63.6,57.7,56.0,65.9,68.2,67.0,60.8,71.5,65.2,68.0,64.0
2013,Oklahoma,Risk Factors,Smoking,26.3,,28.3,21.6,26.0,9.9,4.8,21.7,25.8,23.7,18.8,,26.1,22.7,37.3
2013,Oregon,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,16.95,11.15,23.65,26.6,13.55,16.3,15.15,,,,15.85,
2013,Oregon,Cardiovascular Diseases,Coronary Heart Disease,,,,5.8,4.2,12.1,14.5,3.5,5.5,4.5,,,,4.4,
2013,Oregon,Cardiovascular Diseases,Major Cardiovascular Disease,,,3.2,10.7,7.5,23.1,28.0,6.4,10.5,8.4,8.2,,,8.6,12.8
2013,Oregon,Cardiovascular Diseases,Stroke,,,,4.2,3.0,9.5,11.0,2.6,3.7,3.1,,,,3.4,
2013,Oregon,Risk Factors,Cholesterol Abnormalities,,,55.199999999999996,68.80000000000001,68.6,76.35,74.6,64.85,66.9,65.85,28.2,28.5,41.6,66.4,29.5
2013,Oregon,Risk Factors,Diabetes,,,2.8,12.3,13.0,17.8,20.0,8.7,9.7,9.2,,,,9.4,11.5
2013,Oregon,Risk Factors,Hypertension,9.8,,29.200000000000003,58.8,55.55,74.6,79.69999999999999,52.55,51.2,51.5,40.2,16.3,44.8,52.949999999999996,32.2
2013,Oregon,Risk Factors,Nutrition,79.5,,76.8,78.4,78.5,80.1,81.3,73.5,83.4,78.3,77.9,67.6,,78.7,72.8
2013,Oregon,Risk Factors,Obesity,,34.8,33.95,31.4,31.2,29.75,29.3,35.05,29.3,32.15,33.75,65.5,35.7,31.700000000000003,36.65
2013,Oregon,Risk Factors,Physical Inactivity,86.2,,83.5,79.0,80.4,77.2,72.4,82.3,80.6,81.5,73.7,,,82.9,
2013,Oregon,Risk Factors,Smoking,18.0,,20.8,16.3,19.0,8.0,4.5,16.0,18.7,17.3,18.0,,33.1,17.0,24.0
2013,Pennsylvania,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,0.7,6.6,4.8,13.6,15.9,3.4,6.4,4.8,,,3.9,5.3,
2013,Pennsylvania,Cardiovascular Diseases,Coronary Heart Disease,,,0.8,6.8,4.7,14.4,16.6,4.0,5.9,5.0,,,4.7,5.4,
2013,Pennsylvania,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.2,12.7,9.4,25.5,30.1,8.3,10.8,9.5,3.7,,10.7,10.0,
2013,Pennsylvania,Cardiovascular Diseases,Stroke,,,1.1,4.3,3.1,8.5,10.3,3.4,3.1,3.3,,,5.7,3.1,
2013,Pennsylvania,Risk Factors,Cholesterol Abnormalities,,11.4,57.35,69.8,69.25,76.3,75.1,67.2,67.0,67.1,37.9,31.9,67.9,67.25,31.8
2013,Pennsylvania,Risk Factors,Diabetes,,,3.1,13.5,13.0,20.9,19.1,10.1,10.1,10.1,10.0,,13.0,9.7,
2013,Pennsylvania,Risk Factors,Hypertension,8.0,,33.05,64.15,62.1,78.7,80.3,59.35,54.8,57.1,44.25,16.1,61.55,57.75,27.3
2013,Pennsylvania,Risk Factors,Nutrition,89.2,,84.0,84.5,83.9,86.6,85.4,81.7,88.9,85.2,80.0,84.5,85.4,85.6,
2013,Pennsylvania,Risk Factors,Obesity,,34.75,32.6,31.200000000000003,31.25,29.9,29.55,34.6,28.75,31.65,31.55,53.7,32.8,31.6,33.25
2013,Pennsylvania,Risk Factors,Physical Inactivity,84.9,,78.1,70.6,72.2,63.3,59.3,71.9,75.7,73.7,73.2,78.5,66.2,74.5,68.2
2013,Pennsylvania,Risk Factors,Smoking,24.0,,26.3,18.7,21.8,10.0,5.7,18.6,23.5,21.0,26.2,,28.3,19.8,39.0
2013,Rhode Island,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.6,6.7,5.3,12.7,15.2,3.2,6.8,4.9,3.3,,,5.1,9.7
2013,Rhode Island,Cardiovascular Diseases,Coronary Heart Disease,,,,5.6,3.9,12.2,13.4,2.8,5.4,4.1,2.1,,,4.3,9.0
2013,Rhode Island,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.7,11.2,8.2,22.8,26.2,6.7,10.2,8.3,6.4,,6.2,8.5,16.7
2013,Rhode Island,Cardiovascular Diseases,Stroke,,,,3.4,2.2,7.6,9.6,2.5,2.9,2.7,,,,2.4,
2013,Rhode Island,Risk Factors,Cholesterol Abnormalities,,15.3,59.25,71.15,70.94999999999999,56.5,53.5,68.35,68.2,68.30000000000001,36.4,38.7,32.2,68.75,46.1
2013,Rhode Island,Risk Factors,Diabetes,,,3.4,12.5,12.0,19.4,18.8,8.2,10.4,9.3,8.7,,15.4,8.7,17.1
2013,Rhode Island,Risk Factors,Hypertension,4.7,,33.849999999999994,63.849999999999994,60.8,79.95,81.19999999999999,57.400000000000006,55.95,56.55,43.25,,56.15,58.150000000000006,42.2
2013,Rhode Island,Risk Factors,Nutrition,77.9,,82.3,84.5,84.6,84.9,85.9,80.7,85.7,83.0,82.7,71.0,87.9,83.2,80.7
2013,Rhode Island,Risk Factors,Obesity,,33.75,30.5,29.6,29.549999999999997,29.25,29.95,32.8,27.55,30.25,29.45,46.4,31.3,30.450000000000003,27.05
2013,Rhode Island,Risk Factors,Physical Inactivity,82.3,,75.5,70.5,72.1,65.1,58.5,71.7,74.6,73.1,64.6,69.6,70.2,74.9,64.8
2013,Rhode Island,Risk Factors,Smoking,15.9,,25.0,15.5,17.1,7.0,3.9,15.9,19.1,17.4,18.0,,18.2,17.3,24.6
2013,South Carolina,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,1.1,21.95,20.4,27.15,26.35,15.850000000000001,23.400000000000002,20.450000000000003,,,16.849999999999998,23.25,13.3
2013,South Carolina,Cardiovascular Diseases,Coronary Heart Disease,,,1.1,6.7,5.3,13.7,15.2,3.9,5.9,4.9,,,3.9,5.3,
2013,South Carolina,Cardiovascular Diseases,Major Cardiovascular Disease,,,2.6,13.2,11.1,24.3,28.2,8.2,11.2,9.6,,,8.9,9.7,16.0
2013,South Carolina,Cardiovascular Diseases,Stroke,,,1.3,5.2,5.1,7.9,9.6,3.8,3.7,3.7,,,3.9,3.4,
2013,South Carolina,Risk Factors,Cholesterol Abnormalities,,9.2,59.75,72.65,72.75,80.3,58.8,68.7,70.65,69.65,39.2,26.6,68.35,70.15,43.3
2013,South Carolina,Risk Factors,Diabetes,,,4.5,16.9,16.3,27.1,27.0,13.4,11.6,12.5,6.2,,17.0,11.0,11.4
2013,South Carolina,Risk Factors,Hypertension,11.8,,39.25,67.5,66.4,81.2,81.85,59.8,59.35,59.55,40.35,,63.3,58.9,50.5
2013,South Carolina,Risk Factors,Nutrition,85.8,,84.4,87.5,87.9,88.3,88.5,83.5,90.0,86.6,75.3,,85.9,87.4,82.3
2013,South Carolina,Risk Factors,Obesity,,35.65,32.9,30.55,31.200000000000003,29.1,30.15,34.25,29.25,31.75,30.45,57.4,33.55,31.15,36.75
2013,South Carolina,Risk Factors,Physical Inactivity,82.8,,75.3,70.6,70.7,68.0,63.4,70.8,75.8,73.1,75.0,69.9,69.3,74.8,69.9
2013,South Carolina,Risk Factors,Smoking,22.0,,28.1,20.1,24.1,8.4,4.7,18.1,26.2,22.0,16.0,,20.4,22.6,39.3
2013,South Dakota,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),,,,7.1,4.9,15.8,20.2,3.4,6.9,5.1,,,,5.2,6.4
2013,South Dakota,Cardiovascular Diseases,Coronary Heart Disease,,,,6.5,4.6,14.1,16.5,3.7,5.5,4.6,,,,4.7,
2013,South Dakota,Cardiovascular Diseases,Major Cardiovascular Disease,,,1.8,12.9,9.1,27.5,33.5,7.9,11.0,9.5,,,,9.7,10.1
